"Identificador de URL";Nombre;Categorías;Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en mi tienda en línea";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
219;"Porta Dientes De Leche Ratoncitos";OTROS;250.00;;0.00;0.00;0.00;0.00;22;;;SÍ;NO;;;;;;SÍ;;;;
405;"Placas Radiograficas X8 Unidades";OTROS;4,990.00;;0.00;0.00;0.00;0.00;12;;;SÍ;NO;;;;;;SÍ;;;;
405-3;"Placas Radiograficas X3 Unidades";OTROS;2,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
405-1;"Placas Radiograficas Adulto X8 Unidades";OTROS;5,990.00;;0.00;0.00;0.00;0.00;6;;;SÍ;NO;;;;;;SÍ;;;;
405-2;"Placas Radiograficas Adulto X4 Unidades";OTROS;2,600.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7898288140661;"Piedra Pomes Marca Lysanda";OTROS;5,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
599;"METAL ORO JAPONES";OTROS;2,000.00;;0.00;0.00;0.00;0.00;5;;;SÍ;NO;;;;;;SÍ;;;;
1369;"Mecha Para Mechero";OTROS;1,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
418;"Mango Porta Pincel Plastico Con Puntas Aplicadoras De Adhesivo";OTROS;3,500.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
472-1;"Malla Palatina";OTROS;2,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
80001826;"Lubricante Para Instrumentos Rotatorios Marca Kerr";OTROS;9,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
302;"Lubricante En Spray Machtig 500ml";OTROS;10,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
1212;"Loseta De Vidrio";OTROS;1,000.00;;0.00;0.00;0.00;0.00;5;;;SÍ;NO;;;;;;SÍ;;;;
314-9;"Caja 12 Unidades Portamodelo Delgada Cotisen";OTROS;8,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
7-1;"Caja 12 unidades Porta Modelo Alta Cotisen";OTROS;8,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
255;"Tubos Bucales 1er Molar Roth";ORTODONCIA;3,500.00;;0.00;0.00;0.00;0.00;13;;;SÍ;NO;;;;;;SÍ;;;;
257;"Separadores Azules";ORTODONCIA;1,290.00;;0.00;0.00;0.00;0.00;10;;;SÍ;NO;;;;;;SÍ;;;;
888;"Retenedor Lingual Universal 1,2 Mm";ORTODONCIA;2,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
304;"Ligas Maxilares Elastics (1/8) 5.0oz";ORTODONCIA;1,500.00;;0.00;0.00;0.00;0.00;50;;;SÍ;NO;;;;;;SÍ;;;;
256-3;"Ligaduras De Color Roja";ORTODONCIA;5,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
256-4;"Ligaduras De Color Negra";ORTODONCIA;5,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
256-1;"Ligaduras De Color Gris";ORTODONCIA;5,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
256-2;"Ligaduras De Color Azul";ORTODONCIA;5,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
256;"Ligaduras Colores Surtidos";ORTODONCIA;5,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
372;"Elasticos Extraorales 1/2 (Ballena Gris) 14 OZ AO";ORTODONCIA;3,490.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
184-1;"Cera De Alivio De Ortodoncia Marca Lysanda";ORTODONCIA;1,000.00;;0.00;0.00;0.00;0.00;29;;;SÍ;NO;;;;;;SÍ;;;;
7898714323576;"Cemento Smart Ortho Resina Braquets Smart Dent";ORTODONCIA;19,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
7908783201658;"Cemento Ortholys";ORTODONCIA;12,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7899633826568;"Cemento Orthocem Fgm";ORTODONCIA;25,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
208;"Casos Bracket Roth";ORTODONCIA;20,990.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
184-2;"Caja Cera De Alivio De Ortodoncia Marca Lysanda";ORTODONCIA;6,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
285;"Cadenas De Colores Ortodoncia";ORTODONCIA;4,500.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
254-1;"Bracket Roth Individuales Casos Marca UDG";ORTODONCIA;7,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
254-2;"Bracket Roth Individuales Casos Marca Geousis";ORTODONCIA;7,000.00;;0.00;0.00;0.00;0.00;14;;;SÍ;NO;;;;;;SÍ;;;;
262-4;"Arcos Redondos NI-TI (020)";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;6;;;SÍ;NO;;;;;;SÍ;;;;
262-3;"Arcos Redondos NI-TI (018)";ORTODONCIA;3,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
262-9;"Arcos Redondos De Acero 020";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;10;;;SÍ;NO;;;;;;SÍ;;;;
262-8;"Arcos Redondos De Acero 018";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;14;;;SÍ;NO;;;;;;SÍ;;;;
262-7;"Arcos Redondos De Acero 016";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;10;;;SÍ;NO;;;;;;SÍ;;;;
262-6;"Arcos Redondos De Acero 014";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;10;;;SÍ;NO;;;;;;SÍ;;;;
262-5;"Arcos Redondos De Acero 012";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;18;;;SÍ;NO;;;;;;SÍ;;;;
263-2;"Arcos Rectangular NI-TI (019x25)";ORTODONCIA;4,690.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
263-1;"Arcos Rectangular NI-TI (018x25)";ORTODONCIA;4,690.00;;0.00;0.00;0.00;0.00;14;;;SÍ;NO;;;;;;SÍ;;;;
263;"Arcos Rectangular NI-TI (017x25)";ORTODONCIA;4,690.00;;0.00;0.00;0.00;0.00;9;;;SÍ;NO;;;;;;SÍ;;;;
373;"Arcos Rectangular NI-TI (016x22)";ORTODONCIA;4,690.00;;0.00;0.00;0.00;0.00;23;;;SÍ;NO;;;;;;SÍ;;;;
263-3;"Arcos Rectangular NI-TI (016x16)";ORTODONCIA;3,800.00;;0.00;0.00;0.00;0.00;18;;;SÍ;NO;;;;;;SÍ;;;;
263-6;"Arcos Rectangular De Acero (019x25)";ORTODONCIA;3,990.00;;0.00;0.00;0.00;0.00;12;;;SÍ;NO;;;;;;SÍ;;;;
263-5;"Arcos Rectangular De Acero (018x25)";ORTODONCIA;3,990.00;;0.00;0.00;0.00;0.00;18;;;SÍ;NO;;;;;;SÍ;;;;
263-4;"Arcos Rectangular De Acero (017x25)";ORTODONCIA;3,990.00;;0.00;0.00;0.00;0.00;14;;;SÍ;NO;;;;;;SÍ;;;;
262-22;"Arcos Rectangular De Acero (016x016)";ORTODONCIA;3,990.00;;0.00;0.00;0.00;0.00;8;;;SÍ;NO;;;;;;SÍ;;;;
7632222165262;"Arcos NI-TI Trueform SUP (21x25)";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
7632222165163;"Arcos NI-TI Trueform INF (21x25)";ORTODONCIA;3,790.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
1472;"Yodoformo Hertz 10Gr";MEDICACIÓN;7,890.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
148-8;"Resina Flow I-Flow A2";MEDICACIÓN;11,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
1176;"Paramonocronofenol Endobact 10 ml";MEDICACIÓN;11,990.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
7800004001699;"Oralgene Colutorio 0,12% Clorhexidina 3,8L";MEDICACIÓN;14,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
7800004340446;"Oralgene Colutorio 0,12% Clorhexidina 120ml";MEDICACIÓN;5,500.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
290;"I-Edta Solucion 17% 50ml";MEDICACIÓN;5,590.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
382;"I-Cal - Hidroxido de Calcio en pasta, Jeringa 2g + 5 puntas";MEDICACIÓN;6,850.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
1110;"Hidrňxido De Calcio Hertz 20gr";MEDICACIÓN;6,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
999-1;"Hidroxido De Calcio Fotocurado Marca Prime";MEDICACIÓN;6,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
999;"hemostático líquido Retra Liquid Prime Dental 30 ml";MEDICACIÓN;5,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
529;"Formocresol Pulpodent 10ml";MEDICACIÓN;9,570.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
130-1;"Fluor PROFLUOPRID VOCO";MEDICACIÓN;2,200.00;;0.00;0.00;0.00;0.00;5;;;SÍ;NO;;;;;;SÍ;;;;
130-5;"Fluor 3M Clinpro";MEDICACIÓN;2,000.00;;0.00;0.00;0.00;0.00;12;;;SÍ;NO;;;;;;SÍ;;;;
127;Fermin;MEDICACIÓN;11,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7898288140647;"EUCALIPTOL MARCA LYSANDA 10ML";MEDICACIÓN;4,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
513;"Edta Solucion 10% Alfa";MEDICACIÓN;3,890.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7898288142054;"E.D.T.A Trissodico Marca Lysanda";MEDICACIÓN;4,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
220;"Dycal Dentsply Sirona";MEDICACIÓN;15,990.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
178-1;"Desensibilizante Ultrandent UltraEz";MEDICACIÓN;5,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
353;"Cemento Grossman 25gr Hertz";MEDICACIÓN;5,990.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
7806130012875;"Alcohol Desnaturalizado 70ş Reutter";MEDICACIÓN;4,500.00;;0.00;0.00;0.00;0.00;5;;;SÍ;NO;;;;;;SÍ;;;;
400;"Vidrio Ionomero Chemfil Superior LY-DY";IONOMEROS;25,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
128;"Ionomero Compomer Liner I-LINER";IONOMEROS;14,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
436;"Block de Mezcla P/Comp O Vid Ionom Alfa";IONOMEROS;1,990.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
367;"Removedor De Oxido Gc Remox Machtig";"INSUMOS PARA LIMPIEZA";19,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7898288142146;"Pasta De Profilaxis Profilis Morango";"INSUMOS PARA LIMPIEZA";5,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7804632082204;"Detergente Enzimatico Winkler 1litro";"INSUMOS PARA LIMPIEZA";7,500.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
7805514001313;"Agua Destilada 5 Litros";"INSUMOS PARA LIMPIEZA";5,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
593-1;"Tableta Reveladora De Placa Curaprox";"INSUMOS PACIENTE";5,890.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
459;"Separador Labial Abreboca 3D Machtig (L) (S)";"INSUMOS PACIENTE";4,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
219-2;"Reloj De Arena Forma Muela";"INSUMOS PACIENTE";1,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
15;"Porta Pechera Autoclavable Siliconada Cotisen";"INSUMOS PACIENTE";2,790.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
219-1;"PORTA DIENTES MUELITA";"INSUMOS PACIENTE";800.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
589;"Pasta Dental. Elmex 30g";"INSUMOS PACIENTE";500.00;;0.00;0.00;0.00;0.00;6;;;SÍ;NO;;;;;;SÍ;;;;
7800004241453;"Pasta Dental Caristop 2500 100 GR.";"INSUMOS PACIENTE";7,590.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
135-12;"Papel Articular Marca Skydent Por Unidad";"INSUMOS PACIENTE";500.00;;0.00;0.00;0.00;0.00;11;;;SÍ;NO;;;;;;SÍ;;;;
7800005064020;"Hilo Dental Oral-B Expert Super Floss 50 Unidades";"INSUMOS PACIENTE";5,990.00;;0.00;0.00;0.00;0.00;9;;;SÍ;NO;;;;;;SÍ;;;;
6937379468688;"Hilo Dental Fresh";"INSUMOS PACIENTE";3,000.00;;0.00;0.00;0.00;0.00;8;;;SÍ;NO;;;;;;SÍ;;;;
226;"Hilo Dental Floss Life Time 50mts";"INSUMOS PACIENTE";3,490.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
7794640171703;"Crema Adhesiva Para Protesis. Corega Ultra. 40g";"INSUMOS PACIENTE";11,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
7794640171734;"Crema Adhesiva Para Protesis. Corega Ultra. 20g";"INSUMOS PACIENTE";8,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
184;"Cera Ortodontica Maquira";"INSUMOS PACIENTE";1,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7805163000187;"Cepillo Dental Super7 PHB CON Pasta Dentrifica Total Care";"INSUMOS PACIENTE";5,590.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
7805163000231;"Cepillo Dental Junior Vitis";"INSUMOS PACIENTE";4,000.00;;0.00;0.00;0.00;0.00;9;;;SÍ;NO;;;;;;SÍ;;;;
314-1;"Cajas Porta Modelo Delgadas Maquira (Colores Surtidos)";"INSUMOS PACIENTE";2,500.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
396218;"Apoya Mordida MAQUIRA Rosado x2";"INSUMOS PACIENTE";3,500.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
259;"Sonda Periodontal Machtig R1";INSTRUMENTAL;10,990.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
LAB3293;"Set Pinceles Siliconados Ehros (3mm Gris - 5mm Negro)";INSTRUMENTAL;19,900.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
189-1;"Puntas De Ultrasonido Woodpecker";INSTRUMENTAL;10,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
249;"Porta Disco";INSTRUMENTAL;3,500.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
1276;"Porta Clamps Recto";INSTRUMENTAL;10,990.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
M-130-172;"Porta Banda Matriz";INSTRUMENTAL;4,300.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7872561541512;"Marcador De Instrumentos. Maquira. 60Unid";INSTRUMENTAL;6,790.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
426-3;"Manguera De Aspiracion";INSTRUMENTAL;3,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
1361;"Mango P/Bisturi Nş 3";INSTRUMENTAL;1,990.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
302-1;"Lubricante Para Instrumentos Rotatorios Marca I-Oil 500 Ml";INSTRUMENTAL;13,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
1508;"Limpia Fresas Bronce";INSTRUMENTAL;3,000.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
403;"Jeringa Carpule Sin Hemosuctor";INSTRUMENTAL;8,990.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
341-1;"Gancho Para RX Plastico";INSTRUMENTAL;1,790.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
7898561541345;"Fresario Metalico 15 Orificios, Mixto. Maquira";INSTRUMENTAL;5,990.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
228-1;"Extractor Tira Nervio Rojo (21mm)";INSTRUMENTAL;6,490.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
264;"Espejo Intraoral Por Unidad Machtig N#5 24mm";INSTRUMENTAL;800.00;;0.00;0.00;0.00;0.00;6;;;SÍ;NO;;;;;;SÍ;;;;
258;"Espejo Facial Muelita";INSTRUMENTAL;7,000.00;;0.00;0.00;0.00;0.00;6;;;SÍ;NO;;;;;;SÍ;;;;
332;"Espatula Para Yeso Mango Madera";INSTRUMENTAL;3,990.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
437;"Espatula P/Cemento Doble Extremo";INSTRUMENTAL;1,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
427;"Espatula Lecron";INSTRUMENTAL;1,500.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
440;"Espatula Godiva-Gritman 31";INSTRUMENTAL;3,690.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
136-1;"Escobilla Copa Junior Surtidas Por Unidad";INSTRUMENTAL;400.00;;0.00;0.00;0.00;0.00;79;;;SÍ;NO;;;;;;SÍ;;;;
402;"Elevadores Rectos (Fino, Mediano, Grueso)";INSTRUMENTAL;5,490.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
348-1;"Curetas Gracey Color`s Machtig (Molar Nş9-10)";INSTRUMENTAL;13,890.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
376;"Cuchareta para Caries Machtig (XS)";INSTRUMENTAL;3,490.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
377;"Cuchareta para Caries Machtig (M)";INSTRUMENTAL;3,490.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
378;"Cuchareta para Caries Machtig (L)";INSTRUMENTAL;3,490.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
C1;"CLAMPS Marca Hu Fridedy";INSTRUMENTAL;15,000.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
181;"Caja De Espejos Intraoral Plano N#5 Machtig 12u";INSTRUMENTAL;7,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
22-A;"Algodonero Metalico(Grande)";INSTRUMENTAL;5,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
465-2;"Alambre Por Metro 0.8";INSTRUMENTAL;2,400.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
465-1;"Alambre Por Metro 0.7";INSTRUMENTAL;1,800.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
465;"Alambre Por Metro 0,9";INSTRUMENTAL;2,400.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
133;"Silicona Speedex Light Body 140ML Coltene";IMPRESION;20,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
134;"Silicona Speedex Activador Universal 60 ML Coltene";IMPRESION;19,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
201;"Silicona Pesada Speedex Putty Coltene";IMPRESION;27,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
133-1;"Silicona Medium Speedex Coltene 140ml";IMPRESION;20,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
8016200021334;"Silicona Kit Silaxil Box.";IMPRESION;42,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
18;"Silicona Adicion Liviana Light LV Charmflex Dentkist";IMPRESION;19,000.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
17;"Silicona Adicion CharmFlex Putty Soft";IMPRESION;31,500.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
2747;"Set De Cubetas Plasticas Zt Dental 6pcs (S,M,L)";IMPRESION;3,500.00;;0.00;0.00;0.00;0.00;4;;;SÍ;NO;;;;;;SÍ;;;;
2746;"Set De Cubetas Plasticas Machtig. Sup-Inf.";IMPRESION;3,500.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
366;"Set De Cubetas De Acero Pediatricas X8unid. Machtig S-P Perforada (S,M,L,XL)";IMPRESION;19,900.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
21;"Set De Cubetas De Acero Adulto No Perforada";IMPRESION;16,900.00;;0.00;0.00;0.00;0.00;2;;;SÍ;NO;;;;;;SÍ;;;;
443;"Rodete De Cera Rosado";IMPRESION;300.00;;0.00;0.00;0.00;0.00;7;;;SÍ;NO;;;;;;SÍ;;;;
189;"Puntas Para Irrigar";IMPRESION;2,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
186;"Puntas Para Cemento Resinoso Bisco";IMPRESION;2,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
421;"Puntas Mezcladoras 10 Unidades";IMPRESION;2,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
260;"Puntas Mezcladoras 50 Unidades";IMPRESION;10,790.00;;0.00;0.00;0.00;0.00;5;;;SÍ;NO;;;;;;SÍ;;;;
270;"Puntas Intraoral Para Silicona";IMPRESION;5,990.00;;0.00;0.00;0.00;0.00;3;;;SÍ;NO;;;;;;SÍ;;;;
399;"Pasta Zinquenolica Cavex Outline 205Gr";IMPRESION;26,000.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
449;"Muestrario Colores Marche";IMPRESION;4,900.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
318-1;"Lamina De Acetato Transparente.Rigida 3.0 Por Unidad (Plano De Relajaciňn) Rigida Ehros";IMPRESION;3,500.00;;0.00;0.00;0.00;0.00;6;;;SÍ;NO;;;;;;SÍ;;;;
318-2;"Lamina De Acetato Transparente.Rigida 2.0 Por Unidad (Plano De Relajaciňn) Rigida Ehros";IMPRESION;2,800.00;;0.00;0.00;0.00;0.00;1;;;SÍ;NO;;;;;;SÍ;;;;
